Course code,Academic Year,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte,Engelsk titel,Undervisningssprog,Point( ECTS ),Kursustype,Evalueringsform,Hjælpemidler,Bedømmelsesform,Institut,Mulighed for GRØN DYST deltagelse,Ekstern samarbejdsinstitution,forudsætninger
01019,2019-2020,2019,Winter,63,79,"6,4",74,Discrete Mathematics,Engelsk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2019-2020,2020,Summer,3,5,"3,6",5,Discrete Mathematics,Engelsk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2020-2021,2020,Winter,58,64,"6,3",62,Discrete Mathematics,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2021-2022,2021,Winter,59,66,"6,3",64,Discrete Mathematics,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2021-2022,2021,Winter,59,66,"6,3",64,Discrete Mathematics,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2022-2023,2022,Winter,66,74,8,68,Discrete Mathematics,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af et antal hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 80% og de skriftlige opgaver med ca. 20%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2023-2024,2023,Winter,49,60,"5,3",60,Discrete Mathematics,Engelsk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 2 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2023-2024,2024,Summer,3,6,"3,8",4,Discrete Mathematics,Engelsk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 2 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01025,2017-2018,2017,Winter,52,57,"8,2",54,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2018-2019,2018,Winter,54,59,"7,5",56,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2019-2020,2019,Winter,72,80,"8,3",78,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2020-2021,2020,Winter,56,60,"8,6",56,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2021-2022,2021,Winter,62,69,"7,5",66,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2021-2022,2021,Winter,62,69,"7,5",66,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2022-2023,2022,Winter,50,58,"7,7",55,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2023-2024,2023,Winter,48,58,"7,1",57,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01025,2023-2024,2024,Summer,3,5,"4,2",5,Advanced Mathematics 2 for Mathematics and Technology,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen finder sted samme dag som 01035 Matematik 2, da der er et stort overlap i opgaverne Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01034,2017-2018,2017,Winter,60,80,7,72,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01034,2017-2018,2018,Summer,2,5,2,4,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01034,2018-2019,2018,Winter,100,125,"6,5",118,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2018-2019,2019,Summer,3,7,2,6,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2019-2020,2019,Winter,114,147,"6,3",137,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2019-2020,2020,Summer,9,11,"4,2",11,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2020-2021,2020,Winter,82,123,"4,6",114,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2020-2021,2021,Summer,18,22,"4,7",22,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2021-2022,2021,Winter,126,155,"6,1",145,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform og vægtning kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2021-2022,2021,Winter,126,155,"6,1",145,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform og vægtning kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2022-2023,2022,Winter,100,156,"5,7",125,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2022-2023,2023,Summer,2,6,"0,5",6,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01034,2023-2024,2023,Winter,135,169,"6,3",162,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01034,2023-2024,2024,Summer,14,17,"3,7",15,Advanced Engineering Mathematics 2,Engelsk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01035,2017-2018,2017,Winter,259,356,"5,8",319,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01035,2017-2018,2018,Summer,167,237,5,214,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01035,2018-2019,2018,Winter,243,328,"4,8",310,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2018-2019,2019,Summer,124,197,"4,5",173,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2019-2020,2019,Winter,235,330,"4,9",313,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2019-2020,2020,Summer,145,190,"5,1",180,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2020-2021,2020,Winter,195,281,"4,4",266,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2020-2021,2021,Summer,118,180,4,169,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2021-2022,2021,Winter,289,350,"6,7",332,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2021-2022,2021,Winter,289,350,"6,7",332,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2021-2022,2022,Summer,117,162,"5,4",145,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2021-2022,2022,Summer,117,162,"5,4",145,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2022-2023,2022,Winter,168,237,"4,6",224,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2022-2023,2023,Summer,106,154,"4,7",139,Advanced Engineering Mathematics 2,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01035,2023-2024,2023,Winter,204,252,"6,8",240,Advanced Engineering Mathematics 2,Dansk,5,"Bachelor, Diplomingeniør","Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01035,2023-2024,2024,Summer,83,103,"5,5",98,Advanced Engineering Mathematics 2,Dansk,5,"Bachelor, Diplomingeniør","Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og bedømmelse af porteføljer, baseret på afleveringsopgaver og projekter. Den præcise eksamensform kan ses på kursets hjemmeside. Eksamensvarighed Skriftlig eksamen: 3 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
